,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,38.74,42.8,41.45,35.18,43.76,76.44,77.93,57.16,58.53,56.88,70.94,75.47,81.73
Expenses,31.87,40.58,33.88,34.34,44.46,74.55,76.59,56.02,56.4,54.58,66.05,71.79,81.13
Operating Profit,6.87,2.22,7.57,0.84,-0.7,1.89,1.34,1.14,2.13,2.3,4.89,3.68,0.60
OPM %,17.73,5.19,18.26,2.39,-1.6,2.47,1.72,1.99,3.64,4.04,6.89,4.88,0.73
Other Income,0.7,0.63,1.09,1.13,11.72,3.78,0.49,2.3,1.11,1.94,1.21,0.96,0.86
Interest,2.67,2.88,2.86,2.5,1.63,1.29,1.27,1.48,1.46,2.03,1.48,1.67,1.72
Depreciation,0.87,1.18,1.22,1.55,1.49,1.43,1.7,3.54,3.62,3.14,2.67,2.83,3.48
Profit before tax,4.03,-1.21,4.58,-2.08,7.9,2.95,-1.14,-1.58,-1.84,-0.93,1.95,0.14,-3.74
Tax %,19.85,10.74,46.07,37.02,50.0,11.86,14.91,30.38,0.0,19.35,0.0,14.29,
Net Profit,3.08,-0.62,3.99,0.0,3.95,2.59,-0.97,-1.1,-1.84,-0.75,1.94,0.11,-3.84
EPS in Rs,7.42,-1.49,9.61,0.0,9.51,6.24,-2.34,-2.37,-3.65,-1.81,2.52,-0.34,-7.14
