,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,697.08,834.86,841.2,430.45,423.5,398.51,203.98,185.03,121.24,50.91,12.09,3.39,0.70
Expenses,675.98,814.06,839.37,428.52,412.58,395.21,241.77,190.03,233.28,63.17,22.28,9.32,10.72
Operating Profit,21.1,20.8,1.83,1.93,10.92,3.3,-37.79,-5.0,-112.04,-12.26,-10.19,-5.93,-10.02
OPM %,3.03,2.49,0.22,0.45,2.58,0.83,-18.53,-2.7,-92.41,-24.08,-84.28,-174.93,-1431.43
Other Income,1.43,1.38,1.56,1.75,5.28,11.35,22.12,-6.04,-58.75,-11.22,8.33,2.31,2.22
Interest,13.32,12.98,18.48,19.96,24.49,10.51,3.46,5.97,9.34,13.35,0.23,0.0,0.01
Depreciation,2.01,4.96,4.99,9.65,8.77,6.86,6.02,3.25,3.33,3.03,2.77,2.51,2.83
Profit before tax,7.2,4.24,-20.08,-25.93,-17.06,-2.72,-25.15,-20.26,-183.46,-39.86,-4.86,-6.13,-10.64
Tax %,19.72,63.44,-9.21,20.52,31.18,-44.49,14.47,9.82,13.65,26.44,173.87,31.16,
Net Profit,5.77,1.55,-21.93,-20.62,-11.74,-3.93,-21.51,-18.26,-158.42,-29.32,3.59,-4.22,-8.73
EPS in Rs,1.06,0.24,-3.41,-3.21,-1.83,-0.26,-1.42,-1.21,-10.47,-1.94,0.24,-0.28,-0.59
