,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,40.0,43.0,43.0,56.0,74.0,78.0,98.0,121.0,88.0,128.0,162.0,236.0,223
Expenses,37.0,39.0,39.0,52.0,69.0,71.0,88.0,106.0,82.0,116.0,157.0,212.0,200
Operating Profit,3.0,4.0,4.0,4.0,6.0,7.0,10.0,15.0,7.0,12.0,6.0,25.0,23
OPM %,9.0,8.0,9.0,8.0,7.0,9.0,10.0,12.0,8.0,9.0,3.0,10.0,10
Other Income,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1
Interest,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4
Depreciation,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,8.0,8.0,7.0,7.0,7
Profit before tax,1.0,1.0,2.0,3.0,3.0,4.0,7.0,11.0,-4.0,2.0,-4.0,15.0,14
Tax %,32.0,7.0,20.0,17.0,39.0,31.0,34.0,30.0,-7.0,-11.0,27.0,29.0,
Net Profit,0.0,1.0,2.0,2.0,2.0,3.0,5.0,8.0,-4.0,2.0,-3.0,10.0,10
EPS in Rs,2.05,4.86,7.24,10.48,1.86,3.01,4.54,7.59,-4.01,2.04,-2.69,8.66,8.64
