,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,115.0,89.0,160.0,157.0,168.0,195.0,206.0,231.0,284.0,313.0,340.0,345.0,347
Expenses,113.0,89.0,159.0,155.0,167.0,193.0,203.0,227.0,278.0,305.0,330.0,338.0,339
Operating Profit,2.0,0.0,1.0,2.0,2.0,3.0,3.0,4.0,6.0,8.0,9.0,7.0,8
OPM %,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2
Other Income,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0,0.0,0
Interest,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3
Depreciation,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
Profit before tax,0.0,-1.0,0.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,6.0,4.0,4
Tax %,0.0,0.0,0.0,0.0,36.0,2.0,27.0,28.0,55.0,13.0,25.0,29.0,
Net Profit,0.0,-1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,3
EPS in Rs,0.37,-0.99,0.14,2.7,1.51,4.19,3.74,3.53,2.17,6.0,7.74,4.89,5.31
