,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6,6,6,6,6,6,6,6,6,6,6.0
Reserves,-4,-5,-4,-3,-1,0,2,4,5,9,13,16,18.0
Preference Capital,1,1,1,1,1,0,0,0,0,0,0,0,
Borrowings,7,10,4,5,6,10,18,24,27,27,33,29,28.0
Other Liabilities,3,3,6,5,6,7,5,19,11,8,12,11,8.0
Total Liabilities,12,14,12,13,17,23,31,53,49,50,64,62,60.0
Fixed Assets,5,5,4,4,6,6,6,7,22,21,21,20,20.0
CWIP,0,0,0,0,0,0,6,16,0,0,0,0,0.0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Other Assets,7,9,8,9,12,17,19,31,27,29,44,42,40.0
Total Assets,12,14,12,13,17,23,31,53,49,50,64,62,60.0
