,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.00,-0.02,-0.05,-0.02,-0.06,0.00,0.00,0.00,10.92,4.96,4.87
Expenses,0.38,0.69,0.53,0.54,1.01,0.75,0.97,0.63,0.81,1.10,11.49,5.47,6.17
Operating Profit,-0.38,-0.69,-0.53,-0.56,-1.06,-0.77,-1.03,-0.63,-0.81,-1.10,-0.57,-0.51,-1.30
OPM %,,,,,,,,,,,-5.22,-10.28,-26.69
Other Income,0.25,0.20,0.21,0.44,0.32,-10.26,-0.24,-0.84,0.02,42.50,0.91,1.53,1.34
Interest,0.00,0.00,0.00,0.00,0.00,0.25,0.76,1.48,1.22,0.87,0.0,0.01,0.00
Depreciation,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.00
Profit before tax,-0.17,-0.53,-0.35,-0.16,-0.77,-11.31,-2.06,-2.98,-2.04,40.51,0.33,1.0,0.04
Tax %,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.03,196.97,21.0,
Net Profit,-0.17,-0.53,-0.35,-0.16,-0.77,-11.32,-2.06,-2.98,-2.04,35.23,-0.32,0.79,-0.04
EPS in Rs,-0.35,-1.08,-0.65,-0.30,-1.43,-20.98,-3.82,-5.52,-3.78,65.28,-0.59,1.46,-0.07
