,Mar 2011,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,157.0,220.0,523.0,622.0,406.0,390.0,362.0,293.0,467.0,641.0,750.0,816.0,803
Expenses,115.0,156.0,434.0,507.0,305.0,286.0,249.0,263.0,380.0,564.0,663.0,670.0,674
Operating Profit,42.0,64.0,89.0,116.0,101.0,103.0,114.0,31.0,88.0,77.0,87.0,145.0,128
OPM %,27.0,29.0,17.0,19.0,25.0,27.0,31.0,10.0,19.0,12.0,12.0,18.0,16
Other Income,2.0,7.0,8.0,6.0,9.0,6.0,8.0,25.0,12.0,11.0,6.0,5.0,14
Interest,7.0,7.0,12.0,15.0,14.0,15.0,15.0,13.0,15.0,26.0,21.0,31.0,32
Depreciation,13.0,13.0,15.0,22.0,24.0,24.0,27.0,29.0,26.0,24.0,22.0,24.0,24
Profit before tax,24.0,50.0,70.0,85.0,71.0,70.0,80.0,13.0,59.0,39.0,50.0,96.0,86
Tax %,24.0,26.0,27.0,26.0,21.0,17.0,23.0,27.0,26.0,25.0,25.0,27.0,
Net Profit,19.0,37.0,51.0,63.0,56.0,58.0,61.0,10.0,44.0,29.0,38.0,70.0,64
EPS in Rs,2.27,4.55,6.21,7.67,6.5,6.65,7.05,1.13,5.08,3.33,4.37,8.06,7.21
