,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,222.85,201.22,169.6,137.69,141.92,119.98,137.93,116.87,38.73,5.91,0.93,0.00,0.0
Expenses,212.12,195.6,163.23,132.29,135.45,111.56,131.31,110.89,50.16,24.56,8.33,8.55,7.58
Operating Profit,10.73,5.62,6.37,5.4,6.47,8.42,6.62,5.98,-11.43,-18.65,-7.4,-8.55,-7.58
OPM %,4.81,2.79,3.76,3.92,4.56,7.02,4.8,5.12,-29.51,-315.57,-795.7,,
Other Income,0.07,0.07,0.0,0.07,0.0,0.0,0.1,0.02,0.62,0.01,0.01,0.01,0.01
Interest,6.06,3.56,3.02,4.23,4.11,4.77,3.34,3.44,3.75,0.2,0.01,0.00,0.0
Depreciation,1.46,1.36,1.1,0.73,0.63,3.05,2.71,2.35,2.85,2.34,1.92,1.58,1.82
Profit before tax,3.28,0.77,2.25,0.51,1.73,0.6,0.67,0.21,-17.41,-21.18,-9.32,-10.12,-9.39
Tax %,50.91,-87.01,-15.56,-347.06,20.81,-26.67,-40.3,-19.05,1.09,0.61,0.97,0.49,
Net Profit,1.61,1.43,2.6,2.28,1.36,0.76,0.94,0.24,-17.22,-21.05,-9.24,-10.07,-9.33
EPS in Rs,3.25,2.89,5.25,4.61,2.75,1.54,1.9,0.48,-34.79,-42.53,-18.67,-20.34,-18.85
