,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5285.0,6051.0,7058.0,7152.0,7142.0,7446.0,8709.0,10840.0,12676.0,12949.0,14777.0,16361.0,17645
Expenses,4754.0,5546.0,6434.0,6412.0,6305.0,6525.0,7609.0,9426.0,11133.0,11376.0,13482.0,14872.0,16187
Operating Profit,531.0,505.0,623.0,740.0,838.0,921.0,1100.0,1414.0,1543.0,1574.0,1295.0,1490.0,1458
OPM %,10.0,8.0,9.0,10.0,12.0,12.0,13.0,13.0,12.0,12.0,9.0,9.0,8
Other Income,33.0,35.0,23.0,25.0,-18.0,24.0,25.0,44.0,48.0,277.0,274.0,165.0,154
Interest,188.0,224.0,282.0,373.0,462.0,469.0,473.0,486.0,603.0,532.0,522.0,621.0,503
Depreciation,99.0,122.0,149.0,168.0,186.0,181.0,192.0,211.0,340.0,373.0,351.0,392.0,441
Profit before tax,277.0,194.0,215.0,224.0,171.0,295.0,461.0,761.0,648.0,945.0,696.0,642.0,668
Tax %,26.0,31.0,42.0,48.0,56.0,47.0,40.0,36.0,40.0,30.0,23.0,32.0,
Net Profit,204.0,134.0,124.0,115.0,76.0,157.0,278.0,487.0,390.0,662.0,535.0,435.0,452
EPS in Rs,12.29,8.44,7.96,7.84,7.17,12.15,18.29,30.41,25.18,45.06,36.28,27.13,30.08
