,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,52.43,7.03,12.98,13.9,10.06,8.46,7.48,7.93,10.71,8.1,8.39,13.31,19.75
Expenses,50.27,3.89,8.3,7.41,6.43,6.03,6.17,5.38,9.05,7.95,9.22,12.31,16.85
Operating Profit,2.16,3.14,4.68,6.49,3.63,2.43,1.31,2.55,1.66,0.15,-0.83,1.0,2.90
OPM %,4.12,44.67,36.06,46.69,36.08,28.72,17.51,32.16,15.5,1.85,-9.89,7.51,14.68
Other Income,0.48,2.56,3.7,7.01,2.74,1.4,4.13,0.21,-24.62,1.07,0.6,-1.08,-0.76
Interest,0.1,0.11,1.25,5.3,2.5,0.7,0.7,0.65,0.45,1.24,0.81,2.58,2.58
Depreciation,1.43,1.3,2.7,5.19,3.6,2.33,4.49,4.66,4.21,4.13,3.36,3.07,4.22
Profit before tax,1.11,4.29,4.43,3.01,0.27,0.8,0.25,-2.55,-27.62,-4.15,-4.4,-5.73,-4.66
Tax %,-3.6,54.31,0.68,0.0,-11.11,47.5,36.0,9.02,0.62,-0.96,7.05,-8.2,
Net Profit,1.16,1.94,4.4,3.01,0.3,0.42,0.16,-2.33,-27.46,-4.19,-4.09,-6.2,-5.07
EPS in Rs,0.3,0.5,1.14,0.78,0.08,0.11,0.04,-0.6,-4.88,-0.74,-0.51,-0.77,-0.64
