,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,95.0,108.0,118.0,123.0,130.0,87.0,16.0,20.0,25.0,13.0,16.0,24.0,18
Expenses,27.0,34.0,32.0,37.0,37.0,42.0,26.0,25.0,18.0,12.0,16.0,21.0,18
Operating Profit,68.0,73.0,86.0,87.0,93.0,45.0,-9.0,-5.0,7.0,1.0,-0.0,3.0,0
OPM %,72.0,68.0,73.0,70.0,71.0,52.0,-58.0,-24.0,27.0,10.0,-2.0,13.0,1
Other Income,6.0,7.0,6.0,8.0,3.0,2.0,1.0,0.0,5.0,1.0,1.0,3.0,3
Interest,16.0,13.0,9.0,8.0,3.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0
Depreciation,5.0,2.0,2.0,2.0,32.0,38.0,42.0,43.0,42.0,42.0,42.0,41.0,40
Profit before tax,54.0,66.0,81.0,84.0,61.0,3.0,-57.0,-56.0,-30.0,-40.0,-41.0,-35.0,-37
Tax %,15.0,36.0,34.0,5.0,-60.0,34.0,-1.0,36.0,-0.0,-0.0,-0.0,-0.0,
Net Profit,46.0,42.0,54.0,80.0,98.0,2.0,-58.0,-36.0,-30.0,-40.0,-41.0,-35.0,-37
EPS in Rs,2.45,2.25,2.9,4.28,5.24,0.12,-3.11,-1.93,-1.63,-2.14,-2.22,-1.89,-1.96
