,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,439.0,469.0,529.0,551.0,459.0,562.0,569.0,541.0,614.0,640.0,619.0,723.0,587.0
Expenses,359.0,406.0,441.0,450.0,360.0,453.0,547.0,452.0,535.0,526.0,567.0,602.0,526.0
Operating Profit,80.0,63.0,88.0,101.0,99.0,110.0,22.0,88.0,79.0,114.0,51.0,122.0,61.0
OPM %,18.0,13.0,17.0,18.0,22.0,19.0,4.0,16.0,13.0,18.0,8.0,17.0,10.0
Other Income,15.0,9.0,-16.0,10.0,7.0,19.0,-8.0,6.0,9.0,4.0,-39.0,7.0,5.0
Interest,13.0,14.0,9.0,12.0,14.0,15.0,16.0,19.0,20.0,22.0,24.0,28.0,27.0
Depreciation,78.0,79.0,77.0,75.0,74.0,75.0,84.0,75.0,80.0,50.0,76.0,70.0,75.0
Profit before tax,4.0,-22.0,-14.0,24.0,19.0,38.0,-85.0,-0.0,-12.0,46.0,-88.0,29.0,-36.0
Tax %,-86.0,27.0,-879.0,33.0,40.0,8.0,48.0,1437.0,18.0,-3.0,19.0,42.0,-13.0
Net Profit,7.0,-16.0,-135.0,16.0,11.0,35.0,-45.0,4.0,-10.0,47.0,-71.0,17.0,-41.0
EPS in Rs,0.47,-1.02,-8.61,1.02,0.71,2.26,-2.85,0.26,-0.64,3.0,-4.51,1.08,-2.61
