,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,99.89,110.05,122.77,124.95,116.46,85.27,81.27,84.12,80.98,79.59,111.44,101.2,92.35
Expenses,91.4,100.9,112.93,114.84,106.85,78.08,78.25,79.05,74.97,73.88,106.45,96.47,87.86
Operating Profit,8.49,9.15,9.84,10.11,9.61,7.19,3.02,5.07,6.01,5.71,4.99,4.73,4.49
OPM %,8.5,8.31,8.01,8.09,8.25,8.43,3.72,6.03,7.42,7.17,4.48,4.67,4.86
Other Income,0.03,0.08,0.07,0.09,0.2,0.09,0.04,0.07,0.26,0.3,0.44,0.39,0.25
Interest,5.68,7.15,7.54,6.9,6.96,4.95,5.77,4.17,4.37,4.01,3.4,3.1,2.66
Depreciation,2.04,2.54,2.71,3.27,3.33,2.15,1.81,1.78,1.78,1.85,1.93,1.97,2.04
Profit before tax,0.8,-0.46,-0.34,0.03,-0.48,0.18,-4.52,-0.81,0.12,0.15,0.1,0.05,0.04
Tax %,78.75,-106.52,-111.76,-866.67,16.67,177.78,75.88,113.58,566.67,20.0,260.0,80.0,
Net Profit,0.17,-0.95,-0.71,0.3,-0.4,-0.14,-1.09,0.12,-0.55,0.12,-0.16,0.01,0.12
EPS in Rs,0.23,-1.26,-0.94,0.4,-0.53,-0.19,-1.45,0.16,-0.73,0.16,-0.21,0.01,0.16
