,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,11.13,5.72,6.5,10.16,11.03,12.73,10.9,11.59,16.07,11.35,16.43,9.73,7.21
Expenses,10.35,5.18,5.94,9.67,10.5,12.44,10.42,11.05,15.57,10.61,15.51,9.3,6.67
Operating Profit,0.78,0.54,0.56,0.49,0.53,0.29,0.48,0.54,0.5,0.74,0.92,0.43,0.54
OPM %,7.01,9.44,8.62,4.82,4.81,2.28,4.4,4.66,3.11,6.52,5.6,4.42,7.49
Other Income,0.01,0.06,0.02,0.12,0.02,0.2,0.08,0.02,0.03,0.01,0.08,0.24,0.25
Interest,0.36,0.23,0.21,0.22,0.21,0.15,0.14,0.19,0.16,0.04,0.02,0.19,0.31
Depreciation,0.35,0.36,0.36,0.37,0.31,0.29,0.28,0.29,0.26,0.28,0.36,0.36,0.34
Profit before tax,0.08,0.01,0.01,0.02,0.03,0.05,0.14,0.08,0.11,0.43,0.62,0.12,0.14
Tax %,-50.0,0.0,0.0,0.0,33.33,-200.0,78.57,100.0,254.55,-9.3,14.52,33.33,
Net Profit,0.11,0.01,0.01,0.02,0.02,0.15,0.03,0.01,-0.16,0.47,0.52,0.09,0.14
EPS in Rs,0.2,0.02,0.02,0.04,0.04,0.27,0.05,0.02,-0.29,0.84,0.93,0.16,0.26
