,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2622.0,3092.0,2564.0,3097.0,2144.0,2449.0,3177.0,5087.0,5154.0,4825.0,5437.0,6925.0,6770
Expenses,2426.0,2865.0,2287.0,2634.0,1685.0,1929.0,2431.0,3968.0,4093.0,4018.0,4772.0,6030.0,5845
Operating Profit,195.0,227.0,277.0,463.0,459.0,519.0,746.0,1120.0,1061.0,807.0,665.0,895.0,925
OPM %,7.0,7.0,11.0,15.0,21.0,21.0,23.0,22.0,21.0,17.0,12.0,13.0,14
Other Income,20.0,11.0,21.0,49.0,10.0,20.0,38.0,37.0,-16.0,58.0,-22.0,-64.0,32
Interest,92.0,106.0,180.0,327.0,119.0,123.0,104.0,105.0,221.0,203.0,238.0,311.0,354
Depreciation,72.0,89.0,133.0,185.0,126.0,159.0,182.0,195.0,290.0,285.0,308.0,309.0,322
Profit before tax,52.0,43.0,-15.0,0.0,225.0,257.0,497.0,856.0,533.0,377.0,97.0,211.0,281
Tax %,25.0,43.0,-160.0,3355.0,29.0,15.0,27.0,32.0,20.0,30.0,54.0,40.0,
Net Profit,39.0,24.0,-40.0,-4.0,160.0,218.0,364.0,578.0,424.0,265.0,45.0,127.0,193
EPS in Rs,1.01,0.64,-0.9,-0.07,3.89,5.06,8.34,13.98,10.74,6.95,1.51,3.54,5.09
