,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,77,77,77,77,77,77,77,77,77,77,77,77,77
Reserves,-40,-59,-79,-86,-38,-51,-50,-46,-32,-3,43,54,50
Borrowings,29,39,42,46,47,42,43,40,31,28,27,42,44
Other Liabilities,114,110,128,132,94,93,128,144,111,108,84,73,69
Total Liabilities,180,167,167,169,180,160,197,214,186,210,231,246,240
Fixed Assets,111,98,94,91,72,72,59,58,57,57,58,85,89
CWIP,0,0,0,1,9,3,14,24,0,1,12,4,0
Investments,2,1,1,1,8,5,5,9,18,27,33,32,31
Other Assets,66,67,71,76,92,80,119,123,110,125,128,125,121
Total Assets,180,167,167,169,180,160,197,214,186,210,231,246,240
