,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,10,10
Reserves,51,53,57,57,63,69,67,66,65,68,79,94,97
Borrowings,149,155,142,144,139,177,211,172,161,161,186,346,377
Other Liabilities,52,48,53,42,42,70,47,78,84,49,77,89,87
Total Liabilities,263,267,261,254,255,326,335,327,321,288,352,538,571
Fixed Assets,118,118,107,94,106,111,115,100,89,78,74,229,224
CWIP,0,0,0,3,2,4,1,1,0,0,7,0,2
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,145,148,154,156,146,211,220,226,231,210,270,309,345
Total Assets,263,267,261,254,255,326,335,327,321,288,352,538,571
