,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,77.0,469.0,680.0,652.0,489.0,688.0,712.0,727.0,19.0,28.0,17.0,6.0,2
Expenses,71.0,416.0,606.0,584.0,423.0,584.0,603.0,654.0,20.0,28.0,18.0,6.0,2
Operating Profit,6.0,54.0,74.0,67.0,66.0,105.0,110.0,72.0,-1.0,0.0,-1.0,0.0,0
OPM %,8.0,11.0,11.0,10.0,13.0,15.0,15.0,10.0,-4.0,0.0,-3.0,1.0,5
Other Income,1.0,11.0,8.0,9.0,7.0,122.0,-9.0,-277.0,-6.0,-5.0,-393.0,-55.0,-48
Interest,3.0,8.0,10.0,12.0,12.0,18.0,16.0,27.0,2.0,2.0,3.0,0.0,0
Depreciation,2.0,15.0,21.0,28.0,33.0,39.0,41.0,37.0,1.0,1.0,3.0,1.0,0
Profit before tax,3.0,41.0,51.0,37.0,28.0,170.0,44.0,-269.0,-10.0,-8.0,-400.0,-55.0,-48
Tax %,21.0,10.0,11.0,12.0,20.0,0.0,11.0,0.0,-1.0,-1.0,0.0,-1.0,
Net Profit,2.0,37.0,45.0,32.0,22.0,170.0,40.0,-287.0,-25.0,-22.0,-413.0,-64.0,-49
EPS in Rs,0.39,5.85,6.5,4.29,2.73,13.28,3.92,-29.87,-2.64,-2.35,-43.61,-6.79,-5.22
