,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,264.0,299.0,305.0,308.0,331.0,344.0,327.0,363.0,393.0,257.0,355.0,487.0,505
Expenses,254.0,285.0,282.0,283.0,300.0,311.0,301.0,338.0,354.0,246.0,333.0,425.0,441
Operating Profit,10.0,14.0,22.0,25.0,31.0,34.0,26.0,25.0,38.0,10.0,22.0,62.0,64
OPM %,4.0,5.0,7.0,8.0,9.0,10.0,8.0,7.0,10.0,4.0,6.0,13.0,13
Other Income,0.0,0.0,-0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,3.0,5
Interest,4.0,2.0,2.0,1.0,2.0,2.0,5.0,6.0,5.0,3.0,1.0,1.0,2
Depreciation,4.0,4.0,5.0,6.0,6.0,8.0,10.0,10.0,13.0,13.0,13.0,14.0,15
Profit before tax,2.0,7.0,15.0,18.0,25.0,24.0,12.0,11.0,23.0,-4.0,11.0,50.0,52
Tax %,23.0,23.0,22.0,21.0,26.0,28.0,37.0,53.0,17.0,101.0,25.0,25.0,
Net Profit,2.0,5.0,12.0,14.0,18.0,17.0,8.0,5.0,19.0,0.0,8.0,37.0,39
EPS in Rs,1.33,3.66,7.78,9.68,12.39,11.67,5.3,3.48,12.94,0.03,5.47,25.15,25.92
