,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,121.0,161.0,194.0,214.0,264.0,260.0,271.0,283.0,270.0,301.0,743.0,903.0,931
Expenses,109.0,131.0,155.0,177.0,210.0,219.0,231.0,230.0,217.0,231.0,618.0,703.0,751
Operating Profit,13.0,30.0,40.0,37.0,54.0,41.0,40.0,53.0,53.0,70.0,124.0,200.0,179
OPM %,11.0,19.0,20.0,17.0,20.0,16.0,15.0,19.0,20.0,23.0,17.0,22.0,19
Other Income,10.0,2.0,10.0,2.0,6.0,1.0,13.0,6.0,8.0,5.0,6.0,16.0,19
Interest,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3
Depreciation,4.0,5.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,19.0,28.0,30
Profit before tax,18.0,26.0,42.0,32.0,56.0,37.0,48.0,54.0,54.0,68.0,110.0,186.0,165
Tax %,38.0,27.0,29.0,32.0,34.0,36.0,33.0,32.0,26.0,26.0,39.0,28.0,
Net Profit,11.0,19.0,30.0,22.0,37.0,24.0,32.0,36.0,40.0,50.0,68.0,134.0,122
EPS in Rs,11.32,19.2,29.26,20.53,34.68,22.29,29.86,33.79,38.92,49.2,66.01,130.59,106.37
