,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,15.84,14.34,16.77,15.58,11.18,11.07,9.47,43.69,26.24,1.68,0.76,-0.03,0.15
Expenses,14.56,13.41,15.4,14.27,10.32,10.37,10.7,43.51,25.92,2.69,2.71,0.21,0.31
Operating Profit,1.28,0.93,1.37,1.31,0.86,0.7,-1.23,0.18,0.32,-1.01,-1.95,-0.24,-0.16
OPM %,8.08,6.49,8.17,8.41,7.69,6.32,-12.99,0.41,1.22,-60.12,-256.58,-92.31,-106.67
Other Income,0.06,0.48,0.12,0.04,0.03,0.09,1.92,3.3,0.43,0.02,-0.17,0.14,0.00
Interest,0.59,0.64,0.14,0.16,0.16,0.08,0.08,0.12,0.35,0.16,0.03,0.01,0.00
Depreciation,0.61,0.49,0.89,0.78,0.48,0.51,0.26,0.56,0.84,0.51,0.12,0.0,0.00
Profit before tax,0.14,0.28,0.46,0.41,0.25,0.2,0.35,2.8,-0.44,-1.66,-2.27,-0.11,-0.16
Tax %,-28.57,42.86,41.3,48.78,20.0,35.0,2.86,28.21,-34.09,0.0,0.0,0.0,
Net Profit,0.19,0.17,0.27,0.21,0.19,0.13,0.34,2.01,-0.59,-1.66,-2.27,-0.12,-0.18
EPS in Rs,0.59,0.53,0.84,0.65,0.59,0.4,1.05,6.23,-1.83,-5.15,-7.04,-0.28,-0.42
