,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1076.0,1221.0,1420.0,1335.0,1300.0,1155.0,1018.0,601.0,215.0,265.0,98.0,82.0,80
Expenses,1042.0,1102.0,1273.0,1332.0,1183.0,1214.0,996.0,787.0,215.0,239.0,101.0,71.0,68
Operating Profit,33.0,119.0,147.0,3.0,118.0,-59.0,22.0,-186.0,-1.0,27.0,-2.0,11.0,12
OPM %,3.0,10.0,10.0,0.0,9.0,-5.0,2.0,-31.0,-0.0,10.0,-2.0,14.0,15
Other Income,304.0,3.0,-13.0,4.0,-21.0,3.0,3.0,-84.0,-157.0,13.0,5.0,8.0,0
Interest,96.0,98.0,95.0,105.0,104.0,98.0,88.0,27.0,7.0,5.0,1.0,18.0,27
Depreciation,12.0,12.0,14.0,20.0,15.0,20.0,17.0,15.0,12.0,10.0,8.0,7.0,6
Profit before tax,229.0,12.0,25.0,-119.0,-22.0,-174.0,-80.0,-312.0,-177.0,25.0,-6.0,-5.0,-21
Tax %,18.0,52.0,6.0,21.0,-7.0,41.0,-1.0,-34.0,-4.0,2.0,-14.0,15.0,
Net Profit,189.0,6.0,23.0,-94.0,-24.0,-102.0,-80.0,-417.0,-184.0,24.0,-6.0,-4.0,-20
EPS in Rs,66.91,2.04,6.56,-26.79,-6.79,-29.03,-22.8,-112.59,-49.56,6.54,-1.7,-1.12,-5.37
