,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.3,0.07,0.21,-0.00,0.91,5.05,9.56,8.45,5.81,4.8,4.8,1.41,0.77
Expenses,1.29,4.76,0.53,0.07,0.9,4.54,9.07,7.62,4.99,4.57,4.76,1.63,1.05
Operating Profit,0.01,-4.69,-0.32,-0.07,0.01,0.51,0.49,0.83,0.82,0.23,0.04,-0.22,-0.28
OPM %,0.77,-6700.0,-152.38,,1.1,10.1,5.13,9.82,14.11,4.79,0.83,-15.6,-36.36
Other Income,-0.0,-0.0,-0.49,0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.04
Interest,-0.0,-0.0,-0.0,-0.00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00
Depreciation,-0.0,-0.0,-0.0,-0.00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00
Profit before tax,0.01,-4.69,-0.81,-0.06,0.01,0.51,0.49,0.83,0.82,0.23,0.04,-0.22,-0.24
Tax %,-0.0,-0.0,-0.0,-83.33,-0.0,19.61,-20.41,-0.0,-0.0,-0.0,-0.0,-0.0,
Net Profit,0.01,-4.69,-0.81,-0.11,0.01,0.41,0.59,0.83,0.82,0.23,0.04,-0.22,-0.24
EPS in Rs,0.0,-0.87,-0.15,-0.02,0.0,0.1,0.15,0.21,0.2,0.06,0.01,-0.05,-0.06
