,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.81,0.32,0.61,0.36,0.38,0.44,0.57,0.43,0.33,0.18,0.22,0.35,0.0
Expenses,0.55,0.24,0.42,0.27,0.26,0.29,0.27,0.33,0.21,0.16,0.2,0.25,0.29
Operating Profit,0.26,0.08,0.19,0.09,0.12,0.15,0.3,0.1,0.12,0.02,0.02,0.1,-0.29
OPM %,32.1,25.0,31.15,25.0,31.58,34.09,52.63,23.26,36.36,11.11,9.09,28.57,
Other Income,-2.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.01,0.01,0.00,0.0,0.0,0.47000000000000003
Interest,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0
Depreciation,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0
Profit before tax,-1.81,0.02,0.08,0.08,0.11,0.14,0.29,0.09,0.11,0.00,0.02,0.1,0.18
Tax %,-3.87,0.0,75.0,25.0,27.27,28.57,27.59,22.22,27.27,,0.0,20.0,
Net Profit,-1.89,0.01,0.02,0.06,0.08,0.1,0.21,0.07,0.08,0.01,0.02,0.07,0.14
EPS in Rs,-3.78,0.02,0.04,0.12,0.16,0.2,0.42,0.14,0.16,0.02,0.04,0.14,0.28
