,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,23.61,12.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Expenses,22.65,12.1,0.43,0.18,0.21,0.35,0.32,0.30,0.31,0.48,0.50,-5.50,0.31
Operating Profit,0.96,0.3,-0.43,-0.18,-0.21,-0.35,-0.32,-0.30,-0.31,-0.48,-0.50,5.50,-0.31
OPM %,4.07,2.42,,,,,,,,,,,
Other Income,0.19,0.02,-0.12,2.44,0.03,0.05,0.43,0.08,0.01,0.03,0.00,0.00,0.0
Interest,1.01,0.17,0.00,0.00,0.00,0.00,0.37,0.00,0.28,0.00,0.00,5.82,0.0
Depreciation,0.03,0.06,0.06,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04
Profit before tax,0.11,0.09,-0.61,2.24,-0.21,-0.33,-0.29,-0.25,-0.61,-0.48,-0.53,-0.35,-0.35000000000000003
Tax %,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Net Profit,0.11,0.08,-0.61,2.24,-0.20,-0.33,-0.29,-0.25,-0.60,-0.47,-0.53,-0.35,-0.35000000000000003
EPS in Rs,0.08,0.06,-0.43,1.56,-0.14,-0.23,-0.20,-0.17,-0.42,-0.33,-0.37,-0.24,-0.25
