,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,21.0,26.0,44.0,125.0,272.0,528.0,849.0,842.0,382.0,351.0,379.0,458.0,421
Expenses,16.0,21.0,30.0,87.0,183.0,344.0,556.0,671.0,409.0,313.0,462.0,530.0,479
Operating Profit,5.0,5.0,14.0,38.0,89.0,185.0,293.0,171.0,-27.0,37.0,-82.0,-71.0,-58
OPM %,24.0,21.0,31.0,31.0,33.0,35.0,35.0,20.0,-7.0,11.0,-22.0,-16.0,-14
Other Income,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,-609.0,-1.0,1.0,2.0,1
Interest,0.0,0.0,0.0,0.0,0.0,2.0,11.0,13.0,15.0,16.0,12.0,12.0,14
Depreciation,1.0,1.0,4.0,9.0,20.0,14.0,25.0,70.0,22.0,18.0,11.0,18.0,18
Profit before tax,4.0,5.0,9.0,29.0,68.0,171.0,266.0,96.0,-672.0,2.0,-105.0,-99.0,-89
Tax %,17.0,12.0,19.0,20.0,22.0,24.0,23.0,17.0,-0.0,23.0,7.0,1.0,
Net Profit,4.0,4.0,7.0,23.0,53.0,129.0,205.0,80.0,-675.0,1.0,-98.0,-99.0,-89
EPS in Rs,1.42,1.48,2.27,6.88,13.65,34.23,56.24,22.52,-164.42,0.52,-20.59,-14.54,-11.72
