,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,61.0,11.05,7.37,3.84,3.34,3.01,3.15,3.61,3.17,2.93,2.17,1.3,1.36
Expenses,60.78,12.29,7.11,3.52,3.08,2.82,2.09,2.65,10.46,1.55,2.58,1.71,1.90
Operating Profit,0.22,-1.24,0.26,0.32,0.26,0.19,1.06,0.96,-7.29,1.38,-0.41,-0.41,-0.54
OPM %,0.36,-11.22,3.53,8.33,7.78,6.31,33.65,26.59,-229.97,47.1,-18.89,-31.54,-39.71
Other Income,2.01,0.15,0.8,0.06,0.08,0.11,0.05,6.92,7.23,0.44,0.21,0.13,0.14
Interest,4.06,1.56,0.01,0.0,0.01,0.01,0.69,0.54,0.4,0.62,0.03,0.0,0.00
Depreciation,0.83,0.71,0.6,0.37,0.36,0.31,0.17,0.14,0.13,0.13,0.13,0.11,0.10
Profit before tax,-2.66,-3.36,0.45,0.01,-0.03,-0.02,0.25,7.2,-0.59,1.07,-0.36,-0.39,-0.50
Tax %,3.76,0.89,-4.44,2500.0,333.33,100.0,20.0,30.56,0.0,15.89,-55.56,-2.56,
Net Profit,-2.56,-3.33,0.47,-0.24,0.07,0.0,0.2,4.99,-0.6,0.9,-0.57,-0.4,-0.43
EPS in Rs,-7.17,-9.33,1.32,-0.67,0.2,0.0,0.56,13.98,-1.68,2.52,-1.6,-1.12,-1.20
