,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,281.0,278.0,278.0,234.0,359.0,359.0,334.0,369.0,415.0,419.0,582.0,547.0,512
Expenses,271.0,260.0,268.0,240.0,342.0,343.0,325.0,357.0,396.0,404.0,552.0,530.0,500
Operating Profit,10.0,18.0,10.0,-6.0,17.0,17.0,9.0,11.0,19.0,14.0,30.0,17.0,12
OPM %,4.0,6.0,4.0,-2.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,2
Other Income,1.0,1.0,1.0,10.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0
Interest,1.0,1.0,2.0,4.0,3.0,3.0,4.0,6.0,7.0,7.0,6.0,7.0,9
Depreciation,4.0,4.0,5.0,7.0,6.0,5.0,5.0,6.0,7.0,8.0,9.0,8.0,9
Profit before tax,7.0,13.0,4.0,-7.0,9.0,10.0,3.0,2.0,6.0,0.0,15.0,2.0,-5
Tax %,30.0,35.0,35.0,35.0,35.0,33.0,39.0,29.0,17.0,-200.0,24.0,36.0,
Net Profit,5.0,8.0,3.0,-4.0,6.0,7.0,2.0,2.0,5.0,0.0,12.0,1.0,-4
EPS in Rs,4.55,7.83,2.49,-4.04,5.24,6.27,1.66,1.44,4.65,0.03,10.83,1.24,-3.75
