,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,650.0,805.0,1040.0,1029.0,921.0,936.0,1184.0,1313.0,1352.0,1295.0,1911.0,1985.0,2046
Expenses,599.0,683.0,905.0,894.0,770.0,790.0,1010.0,1116.0,1148.0,1092.0,1519.0,1581.0,1615
Operating Profit,51.0,121.0,135.0,135.0,151.0,146.0,175.0,198.0,204.0,203.0,392.0,403.0,431
OPM %,8.0,15.0,13.0,13.0,16.0,16.0,15.0,15.0,15.0,16.0,21.0,20.0,21
Other Income,20.0,23.0,27.0,15.0,32.0,41.0,47.0,37.0,45.0,68.0,52.0,54.0,65
Interest,11.0,8.0,5.0,9.0,10.0,19.0,23.0,32.0,37.0,29.0,21.0,28.0,37
Depreciation,33.0,30.0,27.0,32.0,26.0,24.0,29.0,38.0,52.0,68.0,63.0,64.0,66
Profit before tax,27.0,107.0,130.0,109.0,147.0,144.0,170.0,164.0,159.0,175.0,360.0,366.0,393
Tax %,44.0,31.0,31.0,31.0,32.0,30.0,29.0,27.0,21.0,23.0,24.0,24.0,
Net Profit,15.0,74.0,90.0,75.0,100.0,101.0,120.0,119.0,126.0,134.0,274.0,278.0,298
EPS in Rs,4.84,23.55,28.43,23.85,38.17,39.14,48.84,47.73,50.18,53.19,109.31,116.32,121.42
