,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,189.0,192.0,244.0,302.0,262.0,295.0,326.0,455.0,399.0,442.0,563.0,597.0,622
Expenses,177.0,179.0,227.0,279.0,239.0,267.0,298.0,421.0,357.0,389.0,523.0,555.0,569
Operating Profit,12.0,13.0,17.0,23.0,23.0,28.0,28.0,34.0,42.0,53.0,40.0,42.0,53
OPM %,7.0,7.0,7.0,8.0,9.0,10.0,9.0,7.0,10.0,12.0,7.0,7.0,9
Other Income,1.0,0.0,0.0,-0.0,0.0,1.0,4.0,3.0,1.0,5.0,5.0,3.0,4
Interest,8.0,9.0,10.0,10.0,8.0,6.0,7.0,8.0,9.0,10.0,9.0,10.0,11
Depreciation,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5
Profit before tax,4.0,2.0,5.0,10.0,14.0,21.0,23.0,26.0,30.0,44.0,32.0,30.0,40
Tax %,31.0,49.0,39.0,38.0,34.0,30.0,36.0,36.0,19.0,26.0,26.0,24.0,
Net Profit,3.0,1.0,3.0,6.0,9.0,15.0,15.0,16.0,25.0,33.0,24.0,23.0,30
EPS in Rs,0.52,0.23,0.6,1.14,1.64,2.69,2.68,2.99,4.47,5.92,4.34,4.16,5.53
