,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,556.0,554.0,691.0,931.0,1030.0,1125.0,1117.0,1394.0,1305.0,957.0,1497.0,945.0,884
Expenses,475.0,531.0,619.0,831.0,917.0,966.0,936.0,1163.0,1119.0,874.0,1376.0,983.0,914
Operating Profit,81.0,23.0,73.0,100.0,113.0,159.0,181.0,231.0,186.0,83.0,121.0,-37.0,-30
OPM %,15.0,4.0,11.0,11.0,11.0,14.0,16.0,17.0,14.0,9.0,8.0,-4.0,-3
Other Income,-19.0,-110.0,-28.0,2.0,17.0,159.0,233.0,9.0,265.0,233.0,338.0,215.0,6
Interest,54.0,78.0,80.0,86.0,74.0,9.0,3.0,5.0,5.0,4.0,5.0,6.0,13
Depreciation,32.0,35.0,37.0,28.0,27.0,29.0,34.0,38.0,44.0,46.0,50.0,49.0,49
Profit before tax,-24.0,-199.0,-72.0,-13.0,30.0,279.0,376.0,198.0,402.0,265.0,404.0,122.0,-86
Tax %,-33.0,-0.0,-1.0,-22.0,13.0,5.0,5.0,17.0,7.0,5.0,4.0,13.0,
Net Profit,-32.0,-200.0,10.0,182.0,196.0,266.0,358.0,164.0,376.0,252.0,389.0,107.0,9
EPS in Rs,-16.84,-105.02,5.22,79.88,73.71,95.4,118.38,52.36,111.69,75.1,75.0,20.58,1.70
