,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,44,53.0,57.0,67.0,80.0,100.0,141.0,168.0,173.0,83.0,122.0,200.0,206
Expenses,37,43.0,46.0,54.0,64.0,79.0,109.0,130.0,133.0,67.0,98.0,164.0,166
Operating Profit,7,10.0,11.0,13.0,16.0,21.0,32.0,38.0,40.0,16.0,24.0,36.0,40
OPM %,17,19.0,19.0,19.0,20.0,21.0,23.0,22.0,23.0,20.0,19.0,18.0,19
Other Income,0,1.0,1.0,2.0,3.0,1.0,2.0,8.0,0.0,0.0,1.0,1.0,1
Interest,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Profit before tax,7,11.0,10.0,12.0,17.0,21.0,33.0,44.0,39.0,15.0,23.0,35.0,38
Tax %,34,31.0,33.0,32.0,35.0,35.0,34.0,30.0,26.0,26.0,27.0,26.0,
Net Profit,5,7.0,7.0,8.0,11.0,13.0,21.0,31.0,29.0,11.0,17.0,26.0,28
EPS in Rs,,2.93,2.81,3.36,4.49,5.33,8.5,12.36,11.43,4.81,7.14,11.06,12.25
