,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,609.0,772.0,891.0,829.0,794.0,779.0,850.0,992.0,1028.0,947.0,1491.0,1458.0,1330
Expenses,569.0,725.0,831.0,745.0,688.0,681.0,786.0,920.0,933.0,854.0,1327.0,1361.0,1251
Operating Profit,40.0,47.0,60.0,84.0,106.0,98.0,64.0,72.0,95.0,94.0,164.0,96.0,79
OPM %,6.0,6.0,7.0,10.0,13.0,13.0,8.0,7.0,9.0,10.0,11.0,7.0,6
Other Income,2.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,-2.0,0.0,2.0,7.0,-9
Interest,17.0,19.0,24.0,24.0,22.0,23.0,28.0,34.0,38.0,34.0,36.0,36.0,38
Depreciation,13.0,15.0,19.0,20.0,24.0,30.0,33.0,38.0,45.0,43.0,51.0,57.0,55
Profit before tax,12.0,16.0,20.0,43.0,63.0,48.0,8.0,5.0,10.0,17.0,80.0,11.0,-24
Tax %,-0.0,0.0,2.0,0.0,24.0,16.0,5.0,-7.0,-71.0,19.0,36.0,33.0,
Net Profit,12.0,16.0,20.0,43.0,48.0,41.0,8.0,6.0,17.0,14.0,51.0,7.0,-15
EPS in Rs,4.89,4.08,5.02,10.89,12.17,10.33,1.75,1.29,3.48,2.82,10.13,1.42,-2.96
