,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,111.0,101.0,110.0,124.0,135.0,146.0,147.0,165.0,143.0,137.0,179.0,210.0,212
Expenses,80.0,79.0,89.0,100.0,112.0,120.0,120.0,134.0,124.0,114.0,136.0,154.0,157
Operating Profit,31.0,22.0,21.0,24.0,23.0,26.0,27.0,30.0,19.0,23.0,42.0,57.0,55
OPM %,28.0,22.0,19.0,19.0,17.0,18.0,18.0,18.0,13.0,17.0,24.0,27.0,26
Other Income,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,5.0,7
Interest,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
Depreciation,4.0,5.0,5.0,8.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,8
Profit before tax,28.0,19.0,17.0,17.0,16.0,17.0,18.0,22.0,14.0,17.0,37.0,53.0,54
Tax %,32.0,31.0,30.0,20.0,32.0,27.0,27.0,30.0,26.0,25.0,27.0,24.0,
Net Profit,19.0,13.0,12.0,14.0,11.0,12.0,13.0,15.0,10.0,13.0,27.0,40.0,41
EPS in Rs,97.3,64.3,58.3,67.7,53.9,60.25,65.6,77.05,50.15,63.85,135.35,200.45,204.15
