,Mar 2006,Mar 2007,Mar 2008,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,10.0,10.0,12.0,30.0,33.0,29.0,30.0,37.0,26.0,29.0,30.0,25.0,24
Expenses,9.0,10.0,12.0,28.0,32.0,30.0,29.0,34.0,27.0,29.0,30.0,28.0,29
Operating Profit,1.0,0.0,-1.0,2.0,0.0,-1.0,1.0,2.0,-1.0,1.0,-1.0,-4.0,-5
OPM %,7.0,2.0,-7.0,7.0,1.0,-3.0,2.0,6.0,-5.0,3.0,-3.0,-14.0,-20
Other Income,1.0,3.0,4.0,1.0,2.0,14.0,13.0,13.0,19.0,25.0,35.0,34.0,36
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Profit before tax,1.0,3.0,2.0,2.0,1.0,12.0,13.0,14.0,17.0,25.0,34.0,29.0,31
Tax %,6.0,5.0,6.0,37.0,57.0,3.0,6.0,1.0,-1.0,7.0,4.0,4.0,
Net Profit,1.0,2.0,2.0,12.0,9.0,12.0,12.0,14.0,17.0,24.0,33.0,28.0,30
EPS in Rs,16.1,39.05,36.18,189.19,142.49,185.53,192.22,221.39,273.19,377.75,522.75,452.02,476.13
