,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.97,0.33,0.43,0.86,0.65,0.46,0.35,0.3,0.38,0.29,0.33,0.3,0.28
Expenses,1.41,0.5,0.33,0.45,0.66,0.39,0.41,0.38,0.32,0.31,0.2,0.57,0.69
Operating Profit,-0.44,-0.17,0.10,0.41,-0.01,0.07,-0.06,-0.08,0.06,-0.02,0.13,-0.27,-0.41
OPM %,-45.36,-51.52,23.26,47.67,-1.54,15.22,-17.14,-26.67,15.79,-6.9,39.39,-90.0,-146.43
Other Income,0.52,0.28,0.08,0.0,0.02,0.0,0.01,-0.09,0.01,0.02,0.01,0.01,0.20
Interest,0.2,0.17,0.15,0.15,0.05,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.00
Depreciation,0.11,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.0,0.00
Profit before tax,-0.23,-0.09,0.00,0.23,-0.06,0.02,-0.08,-0.19,0.06,-0.02,0.13,-0.26,-0.21
Tax %,17.39,11.11,,30.43,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,
Net Profit,-0.19,-0.09,0.00,0.17,-0.07,0.02,-0.08,-0.18,0.05,-0.01,0.13,-0.26,-0.23
EPS in Rs,-0.21,-0.1,0.00,0.19,-0.08,0.02,-0.09,-0.2,0.06,-0.01,0.14,-0.29,-0.26
