,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1789.0,1906.0,1736.0,1698.0,1616.0,1634.0,1792.0,2015.0,1911.0,1500.0,1710.0,2699.0,2636
Expenses,1553.0,1666.0,1593.0,1505.0,1413.0,1395.0,1537.0,1743.0,1701.0,1421.0,1685.0,2573.0,2556
Operating Profit,237.0,241.0,143.0,192.0,203.0,240.0,255.0,272.0,210.0,80.0,25.0,127.0,80
OPM %,13.0,13.0,8.0,11.0,13.0,15.0,14.0,14.0,11.0,5.0,1.0,5.0,3
Other Income,64.0,12.0,82.0,-31.0,138.0,56.0,93.0,24.0,25.0,-26.0,20.0,55.0,-314
Interest,4.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,5.0,7.0,5.0,12.0,7
Depreciation,42.0,41.0,45.0,48.0,46.0,47.0,52.0,52.0,61.0,60.0,59.0,57.0,64
Profit before tax,255.0,211.0,175.0,111.0,294.0,249.0,295.0,240.0,169.0,-14.0,-19.0,113.0,-305
Tax %,26.0,30.0,30.0,25.0,32.0,27.0,32.0,32.0,25.0,-36.0,-83.0,38.0,
Net Profit,189.0,148.0,123.0,84.0,201.0,181.0,202.0,163.0,127.0,-19.0,-35.0,70.0,-378
EPS in Rs,7.74,6.06,5.05,3.42,8.23,7.4,8.28,6.74,5.59,-0.81,-1.52,3.37,-7.01
