,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,501.0,752.0,568.0,210.0,205.0,218.0,322.0,261.0,212.0,160.0,160.0,290.0,479
Expenses,508.0,556.0,677.0,473.0,454.0,376.0,396.0,455.0,361.0,244.0,277.0,317.0,342
Operating Profit,-6.0,196.0,-109.0,-263.0,-250.0,-158.0,-74.0,-194.0,-150.0,-84.0,-117.0,-27.0,137
OPM %,-1.0,26.0,-19.0,-126.0,-122.0,-73.0,-23.0,-74.0,-71.0,-52.0,-73.0,-9.0,29
Other Income,330.0,204.0,1084.0,828.0,765.0,274.0,179.0,200.0,135.0,41.0,56.0,70.0,89
Interest,67.0,98.0,82.0,26.0,43.0,23.0,10.0,4.0,1.0,1.0,0.0,1.0,1
Depreciation,32.0,33.0,43.0,45.0,41.0,33.0,30.0,26.0,25.0,19.0,12.0,23.0,33
Profit before tax,225.0,269.0,850.0,493.0,432.0,61.0,65.0,-24.0,-40.0,-62.0,-74.0,20.0,192
Tax %,28.0,53.0,6.0,13.0,24.0,62.0,82.0,-47.0,-17.0,-3.0,-1.0,212.0,
Net Profit,266.0,229.0,865.0,426.0,328.0,23.0,12.0,-35.0,-46.0,-63.0,-56.0,-27.0,110
EPS in Rs,57.3,49.36,188.7,92.61,71.08,5.02,2.62,-7.65,-9.99,-13.74,-11.54,-3.54,26.03
