,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,25.0,123.0,60.0,43.0,19.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,97
Expenses,4.0,101.0,43.0,22.0,21.0,18.0,52.0,11.0,25.0,2.0,8.0,8.0,15
Operating Profit,21.0,22.0,17.0,20.0,-2.0,-10.0,-51.0,-11.0,-25.0,-2.0,-8.0,-7.0,83
OPM %,84.0,18.0,29.0,48.0,-10.0,-119.0,-4236.0,-18467.0,-10713.0,-413.0,-1851.0,-621.0,85
Other Income,0.0,0.0,0.0,0.0,0.0,10.0,-3.0,56.0,0.0,12.0,19.0,0.0,0
Interest,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,46.0,62.0,42
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,21.0,21.0,17.0,20.0,-2.0,-1.0,-55.0,43.0,-25.0,10.0,-35.0,-68.0,41
Tax %,20.0,22.0,32.0,36.0,-82.0,97.0,0.0,-10.0,20.0,5.0,28.0,62.0,
Net Profit,16.0,17.0,12.0,13.0,-4.0,-0.0,-54.0,47.0,-20.0,10.0,-25.0,-26.0,55
EPS in Rs,2.99,2.99,2.11,2.38,-0.79,-0.01,-9.85,8.54,-3.61,1.72,-4.53,-4.64,9.96
