,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,164.0,178.0,211.0,224.0,221.0,243.0,279.0,274.0,226.0,170.0,212.0,234.0,244
Expenses,174.0,177.0,189.0,201.0,200.0,220.0,261.0,251.0,213.0,164.0,208.0,235.0,235
Operating Profit,-10.0,1.0,22.0,23.0,21.0,22.0,18.0,23.0,13.0,6.0,4.0,-1.0,9
OPM %,-6.0,1.0,10.0,10.0,9.0,9.0,6.0,9.0,6.0,3.0,2.0,-0.0,4
Other Income,0.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Interest,14.0,15.0,15.0,16.0,16.0,14.0,12.0,10.0,8.0,8.0,8.0,9.0,10
Depreciation,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5
Profit before tax,-29.0,-18.0,2.0,3.0,3.0,4.0,2.0,10.0,1.0,-6.0,-8.0,-14.0,-6
Tax %,31.0,31.0,31.0,31.0,31.0,31.0,32.0,26.0,39.0,6.0,24.0,25.0,
Net Profit,-20.0,-12.0,1.0,2.0,2.0,3.0,1.0,7.0,1.0,-6.0,-6.0,-10.0,-5
EPS in Rs,-11.85,-7.28,0.82,1.1,1.14,1.69,0.86,4.35,0.39,-3.38,-3.67,-6.13,-2.74
