,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,95.0,82.0,73.0,130.0,122.0,48.0,31.0,29.0,14.0,10.0,30.0,35.0,26
Expenses,94.0,83.0,70.0,125.0,116.0,46.0,32.0,34.0,29.0,11.0,32.0,39.0,30
Operating Profit,1.0,-1.0,3.0,6.0,6.0,1.0,-1.0,-5.0,-15.0,-1.0,-2.0,-3.0,-5
OPM %,1.0,-1.0,4.0,4.0,5.0,3.0,-3.0,-17.0,-101.0,-8.0,-6.0,-10.0,-18
Other Income,2.0,4.0,1.0,2.0,4.0,16.0,-1.0,10.0,4.0,39.0,36.0,17.0,41
Interest,1.0,1.0,1.0,2.0,2.0,8.0,3.0,2.0,5.0,5.0,6.0,5.0,6
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Profit before tax,2.0,1.0,2.0,5.0,7.0,8.0,-6.0,2.0,-16.0,32.0,28.0,7.0,31
Tax %,-41.0,-20.0,19.0,13.0,29.0,32.0,36.0,57.0,0.0,-2.0,33.0,-36.0,
Net Profit,2.0,2.0,2.0,4.0,5.0,6.0,-4.0,1.0,-16.0,33.0,19.0,10.0,26
EPS in Rs,4.15,3.27,2.99,7.64,9.72,10.26,-7.28,1.73,-24.82,52.6,29.55,16.05,41.26
