,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.76,8.7,9.69,8.01,7.6,7.1,7.31,5.75,5.58,2.63,2.19,2.37,3.12
Expenses,9.49,8.6,9.73,7.69,7.69,8.53,8.97,8.79,6.77,4.03,3.51,3.62,4.05
Operating Profit,-0.73,0.1,-0.04,0.32,-0.09,-1.43,-1.66,-3.04,-1.19,-1.4,-1.32,-1.25,-0.93
OPM %,-8.33,1.15,-0.41,4.0,-1.18,-20.14,-22.71,-52.87,-21.33,-53.23,-60.27,-52.74,-29.81
Other Income,0.22,0.07,0.77,0.81,0.87,0.8,0.44,0.3,0.72,0.27,0.35,0.37,1.24
Interest,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.2,0.32,0.45,0.6,0.62
Depreciation,0.6,0.56,0.16,0.2,0.15,0.16,0.18,0.04,0.45,0.54,0.26,0.45,0.46
Profit before tax,-1.11,-0.41,0.57,0.93,0.63,-0.79,-1.4,-2.84,-1.12,-1.99,-1.68,-1.93,-0.77
Tax %,5.41,31.71,-12.28,-1.08,9.52,2.53,-4.29,-0.35,-5.36,-1.51,-1.79,2.07,
Net Profit,-1.05,-0.28,0.64,0.93,0.56,-0.77,-1.46,-2.85,-1.18,-2.02,-1.9,-1.88,-0.73
EPS in Rs,-1.45,-0.43,0.97,1.18,0.71,-0.97,-1.85,-3.6,-1.49,-2.55,-2.4,-2.38,-0.93
