,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,14.87,23.18,27.45,24.92,20.5,22.88,55.19,49.29,42.28,99.67,121.17,98.36,71.49
Expenses,17.9,21.86,26.27,26.58,22.89,21.5,53.07,46.38,39.23,95.77,115.17,90.93,64.38
Operating Profit,-3.03,1.32,1.18,-1.66,-2.39,1.38,2.12,2.91,3.05,3.9,6.0,7.43,7.11
OPM %,-20.38,5.69,4.3,-6.66,-11.66,6.03,3.84,5.9,7.21,3.91,4.95,7.55,9.95
Other Income,4.35,0.01,-0.02,2.82,3.42,-0.01,0.35,0.53,0.33,0.34,0.41,0.13,0.00
Interest,0.08,0.19,0.14,0.16,0.13,0.49,0.75,2.04,1.17,0.82,1.17,1.34,1.73
Depreciation,0.12,0.15,0.16,0.16,0.18,0.23,0.31,0.34,0.3,0.27,0.45,0.74,0.89
Profit before tax,1.12,0.99,0.86,0.84,0.72,0.65,1.41,1.06,1.91,3.15,4.79,5.48,4.49
Tax %,30.36,29.29,39.53,23.81,30.56,26.15,32.62,32.08,29.32,29.21,14.82,28.1,
Net Profit,0.79,0.7,0.52,0.64,0.51,0.47,0.94,0.72,1.35,2.23,4.07,3.94,2.90
EPS in Rs,1.49,1.25,0.93,1.14,0.91,0.84,1.68,1.29,2.41,4.01,7.32,7.09,5.21
