,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,132.93,150.96,159.36,172.41,196.67,197.32,175.91,175.51,142.38,80.62,97.22,95.49,78.46
Expenses,109.85,127.69,132.26,148.2,166.04,178.11,166.76,168.43,135.83,82.53,93.52,97.88,83.85
Operating Profit,23.08,23.27,27.1,24.21,30.63,19.21,9.15,7.08,6.55,-1.91,3.7,-2.39,-5.39
OPM %,17.36,15.41,17.01,14.04,15.57,9.74,5.2,4.03,4.6,-2.37,3.81,-2.5,-6.87
Other Income,6.73,4.45,6.51,6.33,5.93,2.92,-9.69,-2.1,-0.67,4.63,5.07,4.81,8.78
Interest,0.59,0.39,1.6,1.11,1.39,0.92,1.0,0.07,0.09,0.1,0.32,0.5,0.66
Depreciation,1.51,1.85,3.15,2.49,2.8,3.4,3.43,1.69,1.76,1.67,1.66,1.95,2.18
Profit before tax,27.71,25.48,28.86,26.94,32.37,17.81,-4.97,3.22,4.03,0.95,6.79,-0.03,0.55
Tax %,21.87,25.86,26.68,26.84,28.42,27.85,52.11,74.84,21.84,29.47,15.76,-133.33,
Net Profit,21.65,18.89,21.16,19.72,23.18,12.85,-2.38,0.82,3.14,0.67,5.71,-0.07,2.49
EPS in Rs,12.89,11.24,12.6,11.74,13.8,7.65,-1.61,0.55,2.12,0.45,3.86,-0.05,1.69
