,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,393.0,510.0,520.0,508.0,454.0,442.0,444.0,500.0,490.0,573.0,638.0,540.0,448
Expenses,366.0,484.0,490.0,480.0,430.0,418.0,421.0,475.0,469.0,550.0,604.0,520.0,439
Operating Profit,27.0,26.0,29.0,28.0,25.0,24.0,23.0,24.0,21.0,22.0,35.0,20.0,9
OPM %,7.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,2
Other Income,1.0,2.0,1.0,1.0,1.0,1.0,2.0,-3.0,1.0,1.0,1.0,1.0,1
Interest,16.0,17.0,18.0,16.0,14.0,11.0,12.0,8.0,8.0,5.0,7.0,11.0,13
Depreciation,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3
Profit before tax,9.0,9.0,10.0,10.0,8.0,10.0,11.0,11.0,12.0,15.0,26.0,8.0,-5
Tax %,32.0,34.0,34.0,32.0,38.0,31.0,29.0,38.0,20.0,24.0,25.0,26.0,
Net Profit,6.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,12.0,20.0,6.0,-5
EPS in Rs,5.25,4.43,4.63,4.95,3.62,5.07,5.11,3.76,6.36,7.95,15.97,5.46,-3.58
