,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.01,0.09,0.02,0.05,0.06,0.03,0.05,0.06,0.04,0.04,0.04,0.07,0.05
Expenses,0.04,0.09,0.05,0.06,0.05,0.04,0.09,0.09,0.04,0.04,0.03,0.08,0.05
Operating Profit,-0.03,0.00,-0.03,-0.01,0.01,-0.01,-0.04,-0.03,0.00,0.00,0.01,-0.01,0.00
OPM %,-300.0,0.00,-150.0,-20.0,16.67,-33.33,-80.0,-50.0,0.00,0.00,25.0,-14.29,0.00
Other Income,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.00
Interest,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.00
Depreciation,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.00
Profit before tax,-0.03,0.00,-0.03,-0.01,0.01,-0.01,-0.04,-0.03,0.00,0.00,0.01,-0.01,0.00
Tax %,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
Net Profit,-0.03,0.00,-0.03,-0.01,0.01,-0.01,-0.04,-0.03,0.00,0.00,0.01,-0.01,0.00
EPS in Rs,-0.02,0.00,-0.02,-0.01,0.01,-0.01,-0.03,-0.02,0.00,0.00,0.01,-0.01,0.00
