,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,33.0,31.0,37.0,31.0,30.0,34.0,36.0,43.0,59.0,67.0,97.0,134.0,80
Expenses,5.0,3.0,1.0,17.0,6.0,12.0,26.0,19.0,50.0,21.0,17.0,8.0,15
Operating Profit,28.0,29.0,36.0,13.0,24.0,22.0,10.0,24.0,9.0,46.0,80.0,125.0,64
OPM %,85.0,92.0,98.0,43.0,80.0,65.0,29.0,56.0,16.0,68.0,82.0,94.0,81
Other Income,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0.0,2.0,0.0,0.0,2
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,28.0,29.0,36.0,13.0,24.0,22.0,11.0,84.0,9.0,48.0,80.0,124.0,65
Tax %,18.0,19.0,20.0,9.0,23.0,18.0,19.0,7.0,-110.0,9.0,18.0,26.0,
Net Profit,22.0,23.0,29.0,12.0,19.0,18.0,8.0,79.0,19.0,43.0,66.0,93.0,48
EPS in Rs,0.92,44.66,55.49,23.54,36.53,36.47,22.21,151.96,38.18,83.74,128.64,177.02,95.46
