,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,57.0,66.0,74.0,84.0,100.0,110.0,161.0,239.0,306.0,336.0,487.0,686.0,729
Expenses,49.0,57.0,62.0,71.0,86.0,90.0,132.0,196.0,248.0,272.0,401.0,575.0,610
Operating Profit,8.0,9.0,11.0,13.0,14.0,20.0,29.0,43.0,58.0,64.0,87.0,112.0,118
OPM %,13.0,14.0,16.0,15.0,14.0,18.0,18.0,18.0,19.0,19.0,18.0,16.0,16
Other Income,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,7
Interest,3.0,4.0,5.0,5.0,5.0,8.0,10.0,12.0,12.0,14.0,19.0,29.0,37
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0,12.0,16.0,18
Profit before tax,5.0,5.0,6.0,8.0,8.0,12.0,18.0,29.0,41.0,44.0,57.0,71.0,70
Tax %,32.0,23.0,41.0,37.0,39.0,33.0,39.0,28.0,30.0,29.0,22.0,30.0,
Net Profit,3.0,4.0,4.0,5.0,5.0,8.0,11.0,21.0,29.0,31.0,45.0,50.0,50
EPS in Rs,13.64,9.13,8.09,11.31,2.59,3.88,5.34,10.48,12.33,13.47,17.93,20.07,19.89
