,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,1.41,2.22,0.41,0.13,0.00,0.00,-0.52,0.16,0.09,0.35,0.00,0.0
Expenses,0.33,1.33,2.01,0.34,0.31,0.17,0.19,-0.58,0.23,0.19,0.17,0.24,0.43
Operating Profit,-0.33,0.08,0.21,0.07,-0.18,-0.17,-0.19,0.06,-0.07,-0.1,0.18,-0.24,-0.43
OPM %,,5.67,9.46,17.07,-138.46,,,,-43.75,-111.11,51.43,,
Other Income,0.03,0.03,0.11,0.0,0.41,0.02,0.00,0.06,0.0,0.0,0.0,0.00,0.52
Interest,0.01,0.01,0.01,0.01,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.0
Depreciation,0.02,0.02,0.02,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0
Profit before tax,-0.33,0.08,0.29,0.04,0.2,-0.16,-0.20,0.11,-0.08,-0.11,0.17,-0.25,0.09
Tax %,0.00,-1250.0,79.31,25.0,-40.0,25.00,-45.00,72.73,-175.0,27.27,517.65,-12.00,
Net Profit,-0.33,1.08,0.06,0.02,0.29,-0.11,-0.28,0.03,-0.21,-0.08,-0.7,-0.27,0.06
EPS in Rs,-0.37,1.21,0.07,0.02,0.33,-0.12,-0.31,0.03,-0.24,-0.09,-0.79,-0.30,0.07
