,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3.82,4.04,3.63,4.04,3.76,3.67,3.03,4.02,1.96,0.27,0.55,2.74,3.74
Expenses,2.72,4.86,3.33,3.51,3.26,3.85,2.86,3.38,2.63,0.84,1.43,2.68,2.93
Operating Profit,1.1,-0.82,0.3,0.53,0.5,-0.18,0.17,0.64,-0.67,-0.57,-0.88,0.06,0.81
OPM %,28.8,-20.3,8.26,13.12,13.3,-4.9,5.61,15.92,-34.18,-211.11,-160.0,2.19,21.66
Other Income,-0.14,2.1,0.09,0.22,0.02,0.05,0.43,0.08,0.01,0.04,0.01,0.5,0.05
Interest,0.08,0.11,0.02,0.01,0.03,0.08,0.13,0.08,0.13,0.16,0.06,0.1,0.09
Depreciation,0.51,0.47,0.72,0.66,0.92,0.69,0.56,0.48,0.39,0.3,0.24,0.2,0.26
Profit before tax,0.37,0.7,-0.35,0.08,-0.43,-0.9,-0.09,0.16,-1.18,-0.99,-1.17,0.26,0.51
Tax %,0.0,17.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,0.37,0.59,-0.34,0.08,-0.43,-0.89,-0.09,0.16,-1.18,-0.99,-1.17,0.26,0.52
EPS in Rs,0.58,0.92,-0.53,0.13,-0.67,-1.39,-0.14,0.25,-1.85,-1.55,-1.83,0.41,0.82
