,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,576.0,1006.0,464.0,231.0,365.0,275.0,156.0,377.0,127.0,148.0,168.0,54.0,194
Expenses,567.0,983.0,465.0,244.0,373.0,286.0,162.0,387.0,143.0,145.0,170.0,53.0,195
Operating Profit,9.0,23.0,-1.0,-12.0,-7.0,-11.0,-6.0,-10.0,-16.0,3.0,-1.0,1.0,-1
OPM %,2.0,2.0,-0.0,-5.0,-2.0,-4.0,-4.0,-3.0,-13.0,2.0,-1.0,1.0,-0
Other Income,12.0,24.0,32.0,33.0,24.0,30.0,21.0,21.0,12.0,15.0,8.0,8.0,13
Interest,5.0,23.0,13.0,4.0,7.0,8.0,4.0,1.0,1.0,2.0,2.0,2.0,3
Depreciation,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1
Profit before tax,15.0,23.0,16.0,14.0,8.0,9.0,10.0,10.0,-6.0,15.0,4.0,6.0,8
Tax %,32.0,28.0,15.0,1.0,5.0,-7.0,4.0,17.0,-5.0,36.0,53.0,26.0,
Net Profit,10.0,16.0,13.0,14.0,7.0,9.0,10.0,8.0,-7.0,10.0,2.0,4.0,7
EPS in Rs,16.82,26.64,21.39,22.93,12.05,15.19,15.91,13.2,-11.11,16.02,3.26,6.78,10.64
