,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,128.0,128.0,131.0,154.0,174.0,207.0,220.0,253.0,261.0,333.0,406.0,380.0,375
Expenses,108.0,109.0,108.0,130.0,143.0,178.0,192.0,222.0,231.0,258.0,326.0,335.0,336
Operating Profit,20.0,19.0,23.0,25.0,32.0,29.0,28.0,31.0,31.0,75.0,80.0,45.0,39
OPM %,16.0,15.0,18.0,16.0,18.0,14.0,13.0,12.0,12.0,22.0,20.0,12.0,10
Other Income,5.0,4.0,3.0,5.0,6.0,7.0,8.0,7.0,8.0,11.0,15.0,15.0,16
Interest,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
Depreciation,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,6
Profit before tax,19.0,18.0,21.0,26.0,35.0,34.0,33.0,35.0,34.0,82.0,91.0,54.0,50
Tax %,29.0,32.0,32.0,35.0,35.0,35.0,39.0,29.0,27.0,25.0,26.0,26.0,
Net Profit,13.0,12.0,15.0,17.0,22.0,22.0,20.0,25.0,25.0,61.0,67.0,40.0,37
EPS in Rs,4.57,4.15,4.97,5.86,7.68,7.47,6.84,8.39,8.58,20.93,22.99,13.63,12.74
