,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,551.0,566.0,649.0,600.0,913.0,2283.0,2333.0,1500.0,1417.0,1410.0,1463.0,1458.0,1441
Expenses,246.0,268.0,400.0,398.0,709.0,1280.0,1599.0,1313.0,1145.0,983.0,1029.0,1097.0,1200
Operating Profit,304.0,299.0,249.0,202.0,204.0,1003.0,735.0,187.0,272.0,427.0,434.0,361.0,241
OPM %,55.0,53.0,38.0,34.0,22.0,44.0,31.0,12.0,19.0,30.0,30.0,25.0,17
Other Income,-3.0,-148.0,-33.0,-68.0,-89.0,-635.0,-1258.0,-570.0,-839.0,-488.0,-671.0,-893.0,-523
Interest,429.0,351.0,378.0,393.0,469.0,1024.0,570.0,533.0,662.0,663.0,734.0,782.0,798
Depreciation,243.0,486.0,389.0,256.0,252.0,743.0,800.0,624.0,634.0,547.0,503.0,504.0,412
Profit before tax,-371.0,-687.0,-550.0,-515.0,-605.0,-1399.0,-1893.0,-1539.0,-1864.0,-1271.0,-1475.0,-1817.0,-1492
Tax %,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,-371.0,-687.0,-551.0,-515.0,-605.0,-1399.0,-1893.0,-1539.0,-1864.0,-1271.0,-1475.0,-1817.0,-1492
EPS in Rs,-3.87,-2.98,-2.39,-2.21,-2.59,-5.69,-1.56,-1.25,-1.51,-1.02,-1.17,-1.43,-1.18
