,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,56.93,99.58,89.8,92.01,100.41,90.88,64.66,68.65,185.16,143.71,-0.00,-0.00,0.12
Expenses,57.34,99.31,89.64,92.74,99.84,90.55,64.25,66.52,161.13,131.22,0.63,0.07,0.08
Operating Profit,-0.41,0.27,0.16,-0.73,0.57,0.33,0.41,2.13,24.03,12.49,-0.63,-0.07,0.04
OPM %,-0.72,0.27,0.18,-0.79,0.57,0.36,0.63,3.1,12.98,8.69,,,33.33
Other Income,0.45,0.4,0.08,0.41,0.18,-0.0,-0.0,0.08,-120.9,-1.02,-0.00,-0.00,-0.08
Interest,0.08,0.04,0.02,0.02,-0.0,-0.0,-0.0,0.01,6.85,7.95,0.05,-0.00,0.00
Depreciation,0.79,0.6,0.46,0.38,0.27,0.21,0.11,-0.0,0.16,0.21,0.14,0.14,0.12
Profit before tax,-0.83,0.03,-0.24,-0.72,0.48,0.12,0.3,2.2,-103.88,3.31,-0.82,-0.21,-0.16
Tax %,2.41,-66.67,4.17,2.78,20.83,-0.0,-0.0,25.45,-9.36,35.65,-0.00,-0.00,
Net Profit,-0.81,0.05,-0.23,-0.71,0.39,0.12,0.3,1.63,-113.58,2.13,-0.82,-0.21,-0.18
EPS in Rs,-0.08,0.01,-0.02,-0.07,0.04,0.01,0.03,0.16,-11.36,0.21,-0.08,-0.02,-0.01
