,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.58,13.05,0.79,1.26,0.74,0.6,0.97,0.81,1.05,1.72,3.83,9.53,12.17
Expenses,0.50,12.75,0.72,1.4,0.69,0.77,0.45,3.13,4.78,1.85,1.75,4.55,6.48
Operating Profit,0.08,0.3,0.07,-0.14,0.05,-0.17,0.52,-2.32,-3.73,-0.13,2.08,4.98,5.69
OPM %,13.79,2.3,8.86,-11.11,6.76,-28.33,53.61,-286.42,-355.24,-7.56,54.31,52.26,46.75
Other Income,-0.01,0.0,0.0,0.0,0.0,0.07,-3.96,3.0,0.0,0.0,0.46,0.09,0.21
Interest,0.00,0.05,0.0,0.0,0.03,0.1,0.15,0.27,0.43,0.34,0.39,0.55,0.50
Depreciation,0.03,0.03,0.0,0.0,0.0,0.03,0.08,0.14,0.12,0.07,0.05,0.54,0.71
Profit before tax,0.04,0.22,0.07,-0.14,0.02,-0.23,-3.67,0.27,-4.28,-0.54,2.1,3.98,4.69
Tax %,0.00,0.0,0.0,0.0,0.0,0.0,-1.63,14.81,-0.23,11.11,0.0,-15.08,
Net Profit,0.04,0.22,0.07,-0.14,0.02,-0.23,-3.73,0.23,-4.3,-0.48,2.1,4.58,4.58
EPS in Rs,,0.22,0.07,-0.14,0.02,-0.23,-3.71,0.23,-4.27,-0.48,1.98,3.36,3.30
