,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,167.0,158.0,187.0,197.0,211.0,202.0,199.0,193.0,183.0,123.0,199.0,260.0,243
Expenses,122.0,120.0,134.0,139.0,145.0,145.0,145.0,153.0,138.0,85.0,144.0,208.0,198
Operating Profit,45.0,39.0,53.0,58.0,66.0,57.0,54.0,40.0,45.0,38.0,55.0,52.0,45
OPM %,27.0,24.0,28.0,29.0,31.0,28.0,27.0,21.0,25.0,31.0,28.0,20.0,19
Other Income,66.0,48.0,39.0,42.0,17.0,17.0,9.0,8.0,10.0,10.0,1.0,5.0,9
Interest,17.0,19.0,19.0,15.0,13.0,12.0,11.0,9.0,5.0,8.0,10.0,4.0,5
Depreciation,24.0,24.0,23.0,19.0,20.0,15.0,15.0,14.0,12.0,8.0,9.0,9.0,9
Profit before tax,70.0,43.0,51.0,66.0,50.0,46.0,37.0,25.0,38.0,32.0,37.0,44.0,41
Tax %,16.0,30.0,11.0,18.0,19.0,19.0,5.0,30.0,27.0,20.0,16.0,19.0,
Net Profit,58.0,30.0,45.0,54.0,41.0,37.0,35.0,18.0,28.0,26.0,31.0,35.0,33
EPS in Rs,17.33,9.13,13.44,16.15,12.21,11.2,10.53,5.33,8.29,7.74,9.3,10.54,9.95
