,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6,7,7,7,7,7,7,7,7,7,7
Reserves,72,82,94,127,146,162,171,192,220,246,280,354,362
Borrowings,0,0,4,2,0,11,0,0,7,5,3,9,10
Other Liabilities,47,65,85,124,174,79,123,131,127,157,206,240,230
Total Liabilities,125,153,188,260,327,260,300,330,361,415,495,610,609
Fixed Assets,22,21,20,20,18,18,17,16,23,20,18,24,24
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,2,0,16,22,16,20,24,39,65,99,110,111
Other Assets,103,131,168,224,287,225,263,290,300,330,378,476,473
Total Assets,125,153,188,260,327,260,300,330,361,415,495,610,609
