,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,18,18,18,18,18,18,18,18,18,18,18,18,18
Reserves,301,301,303,268,223,84,85,60,60,97,120,138,131
Borrowings,101,113,110,113,112,95,96,121,114,99,89,95,104
Other Liabilities,95,98,110,114,148,163,181,173,211,192,193,194,234
Total Liabilities,515,530,541,513,501,361,381,373,403,407,420,445,487
Fixed Assets,426,428,429,428,424,277,277,280,285,285,286,291,291
CWIP,1,5,2,2,1,8,11,10,13,22,36,58,68
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,89,97,109,83,76,76,93,83,106,100,98,97,127
Total Assets,515,530,541,513,501,361,381,373,403,407,420,445,487
