,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,99.0,117.0,141.0,126.0,148.0,148.0,191.0,199.0,221.0,202.0,181.0,169.0,170.0
Expenses,95.0,112.0,125.0,115.0,134.0,135.0,164.0,178.0,189.0,175.0,151.0,135.0,151.0
Operating Profit,4.0,5.0,17.0,11.0,14.0,13.0,26.0,20.0,31.0,28.0,30.0,34.0,19.0
OPM %,4.0,5.0,12.0,9.0,9.0,9.0,14.0,10.0,14.0,14.0,16.0,20.0,11.0
Other Income,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Interest,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
Depreciation,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Profit before tax,-1.0,1.0,13.0,6.0,9.0,8.0,22.0,16.0,27.0,23.0,25.0,29.0,14.0
Tax %,44.0,23.0,23.0,25.0,25.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0
Net Profit,-1.0,0.0,10.0,5.0,7.0,6.0,16.0,12.0,20.0,17.0,19.0,22.0,11.0
EPS in Rs,-0.28,0.15,3.7,1.69,2.47,2.12,5.82,4.04,6.67,5.78,6.32,7.29,3.55
