,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,22,22,22,22,22,22,22,24,24,24,25,30,30
Reserves,48,61,74,83,98,130,169,220,240,246,281,351,382
Borrowings,124,106,93,71,73,61,88,75,68,76,66,42,29
Other Liabilities,53,61,67,70,74,87,86,92,69,68,87,86,87
Total Liabilities,248,251,256,247,267,300,366,411,401,414,460,508,528
Fixed Assets,162,156,152,148,173,178,228,231,234,235,251,296,291
CWIP,0,0,0,1,0,3,3,3,5,30,27,4,6
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,86,95,103,98,94,119,136,177,162,149,182,208,232
Total Assets,248,251,256,247,267,300,366,411,401,414,460,508,528
