,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,892.0,633.0,555.0,758.0,399.0,275.0,192.0,910.0,1189.0,357.0,897.0,438.0,512
Expenses,470.0,373.0,346.0,434.0,310.0,202.0,213.0,962.0,1133.0,373.0,951.0,546.0,642
Operating Profit,422.0,260.0,209.0,325.0,89.0,73.0,-22.0,-52.0,56.0,-16.0,-55.0,-107.0,-130
OPM %,47.0,41.0,38.0,43.0,22.0,26.0,-11.0,-6.0,5.0,-5.0,-6.0,-25.0,-25
Other Income,76.0,27.0,18.0,-452.0,36.0,28.0,16.0,14.0,77.0,71.0,19.0,-86.0,-85
Interest,281.0,143.0,175.0,180.0,186.0,234.0,324.0,335.0,481.0,433.0,395.0,393.0,387
Depreciation,15.0,13.0,13.0,5.0,29.0,28.0,30.0,29.0,27.0,37.0,59.0,66.0,67
Profit before tax,201.0,132.0,39.0,-313.0,-90.0,-161.0,-360.0,-402.0,-375.0,-415.0,-490.0,-652.0,-669
Tax %,66.0,45.0,58.0,64.0,45.0,8.0,10.0,9.0,3.0,-3.0,-1.0,-23.0,
Net Profit,56.0,73.0,16.0,-113.0,-49.0,-149.0,-324.0,-367.0,-363.0,-428.0,-494.0,-801.0,-852
EPS in Rs,1.29,1.64,0.37,-2.47,-0.85,-3.32,-7.29,-8.35,-7.96,-9.82,-11.31,-18.39,-19.59
