,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1936.0,1960.0,2103.0,1886.0,2264.0,2365.0,2181.0,2620.0,2699.0,2637.0,2429.0,2770.0,2811.0
Expenses,1595.0,1654.0,1786.0,1636.0,1995.0,2081.0,1961.0,2359.0,2339.0,2240.0,2092.0,2416.0,2424.0
Operating Profit,340.0,306.0,316.0,250.0,269.0,284.0,220.0,261.0,360.0,397.0,337.0,353.0,387.0
OPM %,18.0,16.0,15.0,13.0,12.0,12.0,10.0,10.0,13.0,15.0,14.0,13.0,14.0
Other Income,11.0,35.0,32.0,17.0,26.0,19.0,16.0,17.0,24.0,26.0,-25.0,22.0,28.0
Interest,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0
Depreciation,78.0,79.0,87.0,96.0,99.0,102.0,99.0,96.0,102.0,115.0,114.0,111.0,115.0
Profit before tax,271.0,260.0,259.0,167.0,193.0,197.0,132.0,177.0,277.0,303.0,192.0,258.0,293.0
Tax %,26.0,26.0,27.0,26.0,25.0,27.0,26.0,26.0,27.0,26.0,28.0,26.0,27.0
Net Profit,201.0,193.0,189.0,124.0,144.0,145.0,99.0,131.0,202.0,223.0,138.0,192.0,214.0
EPS in Rs,11.79,11.31,11.09,7.26,8.44,8.47,5.77,7.7,11.84,13.04,8.08,11.27,12.55
