,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2364.0,2959.0,3437.0,4211.0,4618.0,5317.0,6059.0,6793.0,6839.0,7150.0,8696.0,10386.0,10647
Expenses,2025.0,2508.0,2876.0,3507.0,3793.0,4465.0,5174.0,5838.0,5741.0,6033.0,7666.0,9015.0,9173
Operating Profit,340.0,451.0,560.0,704.0,825.0,853.0,885.0,955.0,1099.0,1117.0,1030.0,1371.0,1475
OPM %,14.0,15.0,16.0,17.0,18.0,16.0,15.0,14.0,16.0,16.0,12.0,13.0,14
Other Income,28.0,37.0,42.0,41.0,44.0,47.0,65.0,43.0,55.0,86.0,71.0,26.0,50
Interest,2.0,0.0,1.0,0.0,6.0,6.0,5.0,7.0,12.0,11.0,15.0,22.0,24
Depreciation,46.0,66.0,65.0,134.0,141.0,191.0,230.0,261.0,301.0,319.0,396.0,427.0,455
Profit before tax,319.0,422.0,537.0,610.0,723.0,702.0,714.0,730.0,841.0,873.0,690.0,948.0,1046
Tax %,33.0,32.0,32.0,33.0,32.0,32.0,34.0,34.0,21.0,26.0,26.0,27.0,
Net Profit,215.0,287.0,367.0,411.0,492.0,478.0,471.0,483.0,661.0,647.0,511.0,694.0,768
EPS in Rs,12.59,16.79,21.51,24.05,28.78,28.01,27.59,28.31,38.69,37.87,29.93,40.65,44.94
