,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5.87,4.92,6.56,8.84,10.36,12.23,11.3,11.28,10.59,9.96,14.16,13.15,14.57
Expenses,5.71,4.75,6.39,8.65,10.0,11.86,10.96,10.98,10.34,9.83,13.84,12.71,14.67
Operating Profit,0.16,0.17,0.17,0.19,0.36,0.37,0.34,0.3,0.25,0.13,0.32,0.44,-0.10
OPM %,2.73,3.46,2.59,2.15,3.47,3.03,3.01,2.66,2.36,1.31,2.26,3.35,-0.69
Other Income,0.0,0.0,0.02,0.09,0.08,0.11,0.04,0.1,0.26,0.22,0.19,0.03,0.03
Interest,0.01,0.01,0.0,0.01,0.1,0.1,0.02,0.01,0.12,0.17,0.13,0.06,0.08
Depreciation,0.07,0.07,0.07,0.09,0.08,0.09,0.1,0.09,0.08,0.08,0.08,0.08,0.05
Profit before tax,0.08,0.09,0.12,0.18,0.26,0.29,0.26,0.3,0.31,0.1,0.3,0.33,-0.20
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,15.15,
Net Profit,0.08,0.09,0.12,0.17,0.26,0.3,0.26,0.3,0.31,0.1,0.25,0.28,-0.25
EPS in Rs,0.18,0.2,0.27,0.38,0.58,0.67,0.58,0.67,0.69,0.22,0.56,0.62,-0.56
